Plantronics Inc. (PLT) ,PLT, $1.94B , 04/27/2015 , Mar 2015 , $0.48 , 3 , $0.6 ,25%
Plum Creek Timber Company Inc. (PCL) ,PCL, $7.16B , 04/27/2015 , Mar 2015 , $0.22 , 6 , $0.24 ,9.09%
PMC - Sierra Inc. (PMCS) ,PMCS, $2.26B , 04/27/2015 , Mar 2015 , $0.07 , 2 , $0.08 ,14.29%
Popular Inc. (BPOP) ,BPOP, $3.16B , 04/27/2015 , Mar 2015 , $0.66 , 2 , $0.86 ,30.3%
Precision Drilling Corporation (PDS) ,PDS, $1.17B , 04/27/2015 , Mar 2015 , $0.02 , 6 , $0.07 ,250%
Psychemedics Corporation (PMD) ,PMD, $53.03M , 04/27/2015 , Mar 2015 , $n/a , 0 , $0.05 ,n/a
QTS Realty Trust Inc. (QTS) ,QTS, $1.78B , 04/27/2015 , Mar 2015 , $0.5 , 4 , $0.5 ,0%
Rent-A-Center Inc. (RCII) ,RCII, $949.15M , 04/27/2015 , Mar 2015 , $0.5 , 7 , $0.52 ,4%
Restaurant Brands International Inc. (QSR) ,QSR, $8.25B , 04/27/2015 , Mar 2015 , $0.14 , 4 , $-0.04 ,-128.57%
Roper Technologies Inc. (ROP) ,ROP, $18.54B , 04/27/2015 , Mar 2015 , $1.52 , 6 , $1.55 ,1.97%
Rudolph Technologies Inc. (RTEC) ,RTEC, $415.15M , 04/27/2015 , Mar 2015 , $0.08 , 1 , $0.08 ,0%
SB Financial Group Inc. (SBFG) ,SBFG, $53.79M , 04/27/2015 , Mar 2015 , $n/a , 0 , $0.23 ,n/a
Scorpio Tankers Inc. (STNG) ,STNG, $1.71B , 04/27/2015 , Mar 2015 , $0.24 , 7 , $0.24 ,0%
Seaspan Corporation (SSW) ,SSW, $1.61B , 04/27/2015 , Mar 2015 , $0.24 , 5 , $0.25 ,4.17%
Silicom Ltd (SILC) ,SILC, $234.83M , 04/27/2015 , Mar 2015 , $0.52 , 1 , $0.47 ,-9.62%
Silicon Motion Technology Corporation (SIMO) ,SIMO, $1.03B , 04/27/2015 , Mar 2015 , $0.38 , 3 , $0.46 ,21.05%
Sohu.com Inc. (SOHU) ,SOHU, $1.93B , 04/27/2015 , Mar 2015 , $-0.82 , 2 , $-0.81 ,-1.22%
Southern Missouri Bancorp Inc. (SMBC) ,SMBC, $167.87M , 04/27/2015 , Mar 2015 , $n/a , 0 , $0.44 ,n/a
SS&amp;C Technologies Holdings Inc. (SSNC) ,SSNC, $7.14B , 04/27/2015 , Mar 2015 , $0.57 , 1 , $0.57 ,0%
Stonegate Bank (SGBK) ,SGBK, $409.25M , 04/27/2015 , Mar 2015 , $0.39 , 3 , $0.44 ,12.82%
Summit Financial Group Inc. (SMMF) ,SMMF, $127.41M , 04/27/2015 , Mar 2015 , $n/a , 0 , $0.42 ,n/a
Sun Bancorp Inc. (SNBC) ,SNBC, $391.87M , 04/27/2015 , Mar 2015 , $0.29 , 2 , $0.15 ,-48.28%
Swift Transportation Company (SWFT) ,SWFT, $2.17B , 04/27/2015 , Mar 2015 , $0.28 , 13 , $0.29 ,3.57%
Synalloy Corporation (SYNL) ,SYNL, $80.28M , 04/27/2015 , Mar 2015 , $0.32 , 2 , $0.34 ,6.25%
Tennant Company (TNC) ,TNC, $1.06B , 04/27/2015 , Mar 2015 , $0.26 , 1 , $0.27 ,3.85%
Tenneco Inc. (TEN) ,TEN, $3.45B , 04/27/2015 , Mar 2015 , $0.87 , 9 , $0.88 ,1.15%
Tootsie Roll Industries Inc. (TR) ,TR, $1.98B , 04/27/2015 , Mar 2015 , $n/a , 0 , $0.15 ,n/a
Towne Bank (TOWN) ,TOWN, $1.15B , 04/27/2015 , Mar 2015 , $n/a , 0 , $0.29 ,n/a
United Dominion Realty Trust Inc. (UDR) ,UDR, $9.14B , 04/27/2015 , Mar 2015 , $0.41 , 11 , $0.43 ,4.88%
Universal Health Services Inc. (UHS) ,UHS, $11.95B , 04/27/2015 , Mar 2015 , $1.57 , 9 , $1.78 ,13.38%
W.R. Berkley Corporation (WRB) ,WRB, $7.04B , 04/27/2015 , Mar 2015 , $0.76 , 7 , $0.8 ,5.26%
Wabash National Corporation (WNC) ,WNC, $777.03M , 04/27/2015 , Mar 2015 , $0.17 , 8 , $0.19 ,11.76%
Waste Connections Inc. (WCN) ,WCN, $6.72B , 04/27/2015 , Mar 2015 , $0.46 , 7 , $0.46 ,0%
1-800 FLOWERS.COM Inc. (FLWS) ,FLWS, $661M , 04/28/2015 , Mar 2015 , $-0.19 , 3 , $0.01 ,-105.26%
Acadia Healthcare Company Inc. (ACHC) ,ACHC, $4.5B , 04/28/2015 , Mar 2015 , $0.41 , 10 , $0.43 ,4.88%
Active Power Inc. (ACPW) ,ACPW, $37.9M , 04/28/2015 , Mar 2015 , $-0.17 , 1 , $-0.07 ,-58.82%
Aegion Corp (AEGN) ,AEGN, $709.54M , 04/28/2015 , Mar 2015 , $0.14 , 5 , $0.13 ,-7.14%
Aetna Inc. (AET) ,AET, $38.73B , 04/28/2015 , Mar 2015 , $1.96 , 15 , $2.39 ,21.94%
Affiliated Managers Group Inc. (AMG) ,AMG, $9.95B , 04/28/2015 , Mar 2015 , $2.91 , 6 , $2.91 ,0%
Aflac Incorporated (AFL) ,AFL, $27.56B , 04/28/2015 , Mar 2015 , $1.55 , 15 , $1.54 ,-0.65%
AGCO Corporation (AGCO) ,AGCO, $4.24B , 04/28/2015 , Mar 2015 , $0.29 , 9 , $0.43 ,48.28%
AGL Resources Inc. (GAS) ,GAS, $7.45B , 04/28/2015 , Mar 2015 , $1.49 , 3 , $1.34 ,-10.07%
Aixtron SE (AIXG) ,AIXG, $735.94M , 04/28/2015 , Mar 2015 , $-0.18 , 2 , $-0.09 ,-50%
AK Steel Holding Corporation (AKS) ,AKS, $465.93M , 04/28/2015 , Mar 2015 , $-0.24 , 10 , $-0.28 ,16.67%
Akamai Technologies Inc. (AKAM) ,AKAM, $11.24B , 04/28/2015 , Mar 2015 , $0.51 , 7 , $0.5 ,-1.96%
Alliance Holdings GP L.P. (AHGP) ,AHGP, $1.84B , 04/28/2015 , Mar 2015 , $1.16 , 1 , $1.09 ,-6.03%
Alliance Resource Partners L.P. (ARLP) ,ARLP, $1.55B , 04/28/2015 , Mar 2015 , $0.99 , 6 , $0.92 ,-7.07%
Ally Financial Inc. (ALLY) ,ALLY, $9.97B , 04/28/2015 , Mar 2015 , $0.42 , 8 , $0.52 ,23.81%
Aluminum Corporation of China Limited (ACH) ,ACH, $4.95B , 04/28/2015 , Mar 2015 , $n/a , 0 , $-0.29 ,n/a
American Assets Trust Inc. (AAT) ,AAT, $1.92B , 04/28/2015 , Mar 2015 , $0.42 , 4 , $0.43 ,2.38%
Anika Therapeutics Inc. (ANIK) ,ANIK, $533.78M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.23 ,n/a
Anixter International Inc. (AXE) ,AXE, $2.25B , 04/28/2015 , Mar 2015 , $1 , 4 , $0.81 ,-19%
Apollo Commercial Real Estate Finance (ARI) ,ARI, $985.7M , 04/28/2015 , Mar 2015 , $0.44 , 3 , $0.47 ,6.82%
Applied Micro Circuits Corporation (AMCC) ,AMCC, $558.48M , 04/28/2015 , Mar 2015 , $-0.14 , 1 , $-0.12 ,-14.29%
Arch Capital Group Ltd. (ACGL) ,ACGL, $9.51B , 04/28/2015 , Mar 2015 , $1.11 , 9 , $1.17 ,5.41%
Artisan Partners Asset Management Inc. (APAM) ,APAM, $2.61B , 04/28/2015 , Mar 2015 , $0.68 , 4 , $0.65 ,-4.41%
Aspen Technology Inc. (AZPN) ,AZPN, $3.52B , 04/28/2015 , Mar 2015 , $0.28 , 2 , $0.34 ,21.43%
Atlantic Tele-Network Inc. (ATNI) ,ATNI, $1.34B , 04/28/2015 , Mar 2015 , $0.73 , 2 , $0.6 ,-17.81%
AU Optronics Corp (AUO) ,AUO, $2.87B , 04/28/2015 , Mar 2015 , $0.09 , 1 , $0.17 ,88.89%
Auburn National Bancorporation Inc. (AUBN) ,AUBN, $97.83M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.51 ,n/a
AudioCodes Ltd. (AUDC) ,AUDC, $145.4M , 04/28/2015 , Mar 2015 , $0.03 , 2 , $0.03 ,0%
Ballard Power Systems Inc. (BLDP) ,BLDP, $230.14M , 04/28/2015 , Mar 2015 , $0.14 , 3 , $-0.06 ,-142.86%
Banco Santander Brasil SA (BSBR) ,BSBR, $26.85B , 04/28/2015 , Mar 2015 , $0.09 , 2 , $0.12 ,33.33%
Banco Santander S.A. (SAN) ,SAN, $81.61B , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.13 ,n/a
Barrett Business Services Inc. (BBSI) ,BBSI, $344.69M , 04/28/2015 , Mar 2015 , $-0.86 , 2 , $-0.81 ,-5.81%
Big 5 Sporting Goods Corporation (BGFV) ,BGFV, $195.71M , 04/28/2015 , Mar 2015 , $0.11 , 5 , $0.14 ,27.27%
Biomed Realty Trust (BMR) ,BMR, $4.75B , 04/28/2015 , Mar 2015 , $0.37 , 10 , $0.41 ,10.81%
Blackhawk Network Holdings Inc. (HAWK) ,HAWK, $2.37B , 04/28/2015 , Mar 2015 , $0.16 , 3 , $0.28 ,75%
Blue Hills Bancorp Inc. (BHBK) ,BHBK, $405.44M , 04/28/2015 , Mar 2015 , $0.03 , 1 , $0.05 ,66.67%
Boston Scientific Corporation (BSX) ,BSX, $24.73B , 04/28/2015 , Mar 2015 , $0.21 , 15 , $0.21 ,0%
BP p.l.c. (BP) ,BP, $119.17B , 04/28/2015 , Mar 2015 , $0.24 , 3 , $0.85 ,254.17%
BRF S.A. (BRFS) ,BRFS, $14.88B , 04/28/2015 , Mar 2015 , $0.17 , 2 , $0.18 ,5.88%
Bristol-Myers Squibb Company (BMY) ,BMY, $112.71B , 04/28/2015 , Mar 2015 , $0.5 , 11 , $0.71 ,42%
Buffalo Wild Wings Inc. (BWLD) ,BWLD, $3.51B , 04/28/2015 , Mar 2015 , $1.66 , 16 , $1.52 ,-8.43%
Calix Inc (CALX) ,CALX, $467.99M , 04/28/2015 , Mar 2015 , $-0.12 , 2 , $-0.14 ,16.67%
Camden National Corporation (CAC) ,CAC, $301.09M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.75 ,n/a
Capella Education Company (CPLA) ,CPLA, $533.61M , 04/28/2015 , Mar 2015 , $0.82 , 6 , $0.8 ,-2.44%
Capital Trust Inc. (BXMT) ,BXMT, $2.61B , 04/28/2015 , Mar 2015 , $0.49 , 3 , $0.48 ,-2.04%
Carbonite Inc. (CARB) ,CARB, $292.32M , 04/28/2015 , Mar 2015 , $-0.14 , 1 , $-0.14 ,-0%
Castle (A.M.) &amp; Co. (CAS) ,A.M., $62.3M , 04/28/2015 , Mar 2015 , $-0.43 , 2 , $-0.93 ,116.28%
CBL &amp; Associates Properties Inc. (CBL) ,CBL, $2.64B , 04/28/2015 , Mar 2015 , $0.53 , 10 , $0.52 ,-1.89%
CEB Inc. (CEB) ,CEB, $2.59B , 04/28/2015 , Mar 2015 , $0.58 , 3 , $0.65 ,12.07%
Celadon Group Inc. (CGI) ,CGI, $401.18M , 04/28/2015 , Mar 2015 , $0.31 , 7 , $0.36 ,16.13%
Centene Corporation (CNC) ,CNC, $7.28B , 04/28/2015 , Mar 2015 , $0.48 , 14 , $0.52 ,8.33%
Chemed Corp. (CHE) ,CHE, $2.67B , 04/28/2015 , Mar 2015 , $1.35 , 1 , $1.48 ,9.63%
China Life Insurance Company Limited (LFC) ,LFC, $107.63B , 04/28/2015 , Mar 2015 , $n/a , 0 , $1.05 ,n/a
Ciber Inc. (CBR) ,CBR, $297.47M , 04/28/2015 , Mar 2015 , $0.04 , 1 , $0.05 ,25%
Cincinnati Financial Corporation (CINF) ,CINF, $9.98B , 04/28/2015 , Mar 2015 , $0.68 , 2 , $0.59 ,-13.24%
CIRCOR International Inc. (CIR) ,CIR, $753.29M , 04/28/2015 , Mar 2015 , $0.64 , 4 , $0.6 ,-6.25%
Cirrus Logic Inc. (CRUS) ,CRUS, $2.01B , 04/28/2015 , Mar 2015 , $0.34 , 1 , $0.58 ,70.59%
CIT Group Inc (DEL) (CIT) ,DEL, $7.68B , 04/28/2015 , Mar 2015 , $0.78 , 8 , $0.62 ,-20.51%
Cleco Corporation (CNL) ,CNL, $3.22B , 04/28/2015 , Mar 2015 , $0.39 , 1 , $0.46 ,17.95%
Cliffs Natural Resources Inc. (CLF) ,CLF, $404.99M , 04/28/2015 , Mar 2015 , $-0.19 , 12 , $0.02 ,-110.53%
Coach Inc. (COH) ,COH, $8.58B , 04/28/2015 , Mar 2015 , $0.35 , 18 , $0.36 ,2.86%
Codorus Valley Bancorp Inc (CVLY) ,CVLY, $128.78M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.41 ,n/a
Computer Task Group Incorporated (CTG) ,CTG, $135.56M , 04/28/2015 , Mar 2015 , $0.08 , 2 , $0.08 ,0%
Concurrent Computer Corporation (CCUR) ,CCUR, $48.31M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.09 ,n/a
CONSOL Energy Inc. (CNX) ,CNX, $1.62B , 04/28/2015 , Mar 2015 , $0.11 , 13 , $0.37 ,236.36%
Corning Incorporated (GLW) ,GLW, $23.07B , 04/28/2015 , Mar 2015 , $0.33 , 10 , $0.35 ,6.06%
Corporate Office Properties Trust (OFC) ,OFC, $2.24B , 04/28/2015 , Mar 2015 , $0.46 , 10 , $0.45 ,-2.17%
Costamare Inc. (CMRE) ,CMRE, $1.07B , 04/28/2015 , Mar 2015 , $0.31 , 4 , $0.38 ,22.58%
CryoLife Inc. (CRY) ,CRY, $318.75M , 04/28/2015 , Mar 2015 , $n/a , 0 , $-0.01 ,n/a
Cummins Inc. (CMI) ,CMI, $18.44B , 04/28/2015 , Mar 2015 , $2.12 , 14 , $2.04 ,-3.77%
Customers Bancorp Inc (CUBI) ,CUBI, $754.83M , 04/28/2015 , Mar 2015 , $0.46 , 3 , $0.49 ,6.52%
DDR Corp. (DDR) ,DDR, $6.2B , 04/28/2015 , Mar 2015 , $0.3 , 9 , $0.3 ,0%
Del Frisco's Restaurant Group Inc. (DFRG) ,DFRG, $328.16M , 04/28/2015 , Mar 2015 , $0.22 , 4 , $0.23 ,4.55%
DHT Holdings Inc. (DHT) ,DHT, $720.52M , 04/28/2015 , Mar 2015 , $0.22 , 5 , $0.25 ,13.64%
Dorman Products Inc. (DORM) ,DORM, $1.69B , 04/28/2015 , Mar 2015 , $0.67 , 5 , $0.6 ,-10.45%
Dynamic Materials Corporation (BOOM) ,BOOM, $108.5M , 04/28/2015 , Mar 2015 , $0.03 , 3 , $-0.07 ,-333.33%
Eagle Bancorp Montana Inc. (EBMT) ,EBMT, $43.96M , 04/28/2015 , Mar 2015 , $0.23 , 2 , $0.1 ,-56.52%
Ecolab Inc. (ECL) ,ECL, $35.29B , 04/28/2015 , Mar 2015 , $0.81 , 10 , $0.8 ,-1.23%
Edison International (EIX) ,EIX, $19.95B , 04/28/2015 , Mar 2015 , $0.78 , 5 , $0.89 ,14.1%
Elmira Savings Bank NY (The) (ESBK) ,The, $52.48M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.28 ,n/a
Empire State Realty Trust Inc. (ESRT) ,ESRT, $4.75B , 04/28/2015 , Mar 2015 , $0.19 , 5 , $0.19 ,0%
Entegris Inc. (ENTG) ,ENTG, $1.81B , 04/28/2015 , Mar 2015 , $0.17 , 4 , $0.18 ,5.88%
Entergy Corporation (ETR) ,ETR, $12.16B , 04/28/2015 , Mar 2015 , $1.3 , 9 , $1.68 ,29.23%
EPIQ Systems Inc. (EPIQ) ,EPIQ, $523.18M , 04/28/2015 , Mar 2015 , $0.01 , 2 , $0.13 ,1200%
Epizyme Inc. (EPZM) ,EPZM, $545.97M , 04/28/2015 , Mar 2015 , $-0.99 , 3 , $-1.75 ,76.77%
EPR Properties (EPR) ,EPR, $3.27B , 04/28/2015 , Mar 2015 , $1.01 , 5 , $1.03 ,1.98%
Equity Residential (EQR) ,EQR, $28.73B , 04/28/2015 , Mar 2015 , $0.8 , 14 , $0.79 ,-1.25%
Euronet Worldwide Inc. (EEFT) ,EEFT, $4.32B , 04/28/2015 , Mar 2015 , $0.48 , 1 , $0.51 ,6.25%
Exactech Inc. (EXAC) ,EXAC, $254.54M , 04/28/2015 , Mar 2015 , $0.31 , 1 , $0.29 ,-6.45%
EXCO Resources NL (XCO) ,XCO, $299.36M , 04/28/2015 , Mar 2015 , $-0.08 , 2 , $-0.07 ,-12.5%
Express Scripts Holding Company (ESRX) ,ESRX, $57.84B , 04/28/2015 , Mar 2015 , $1.1 , 14 , $1.1 ,0%
FARO Technologies Inc. (FARO) ,FARO, $590.34M , 04/28/2015 , Mar 2015 , $0.03 , 3 , $0.04 ,33.33%
FEI Company (FEIC) ,FEIC, $2.92B , 04/28/2015 , Mar 2015 , $0.6 , 6 , $0.66 ,10%
First Busey Corporation (BUSE) ,BUSE, $612.12M , 04/28/2015 , Mar 2015 , $0.1 , 5 , $0.09 ,-10%
First Commonwealth Financial Corporation (FCF) ,FCF, $852.25M , 04/28/2015 , Mar 2015 , $0.15 , 5 , $0.16 ,6.67%
First Community Bancshares Inc. (FCBC) ,FCBC, $364.86M , 04/28/2015 , Mar 2015 , $0.29 , 1 , $0.31 ,6.9%
FirstMerit Corporation (FMER) ,FMER, $3.2B , 04/28/2015 , Mar 2015 , $0.33 , 7 , $0.33 ,0%
Flagstar Bancorp Inc. (FBC) ,FBC, $1.29B , 04/28/2015 , Mar 2015 , $0.14 , 2 , $0.43 ,207.14%
Flushing Financial Corporation (FFIC) ,FFIC, $645.02M , 04/28/2015 , Mar 2015 , $0.33 , 4 , $0.31 ,-6.06%
Ford Motor Company (F) ,F, $59.4B , 04/28/2015 , Mar 2015 , $0.25 , 11 , $0.23 ,-8%
Franklin Electric Co. Inc. (FELE) ,FELE, $1.61B , 04/28/2015 , Mar 2015 , $0.34 , 4 , $0.32 ,-5.88%
Franklin Street Properties Corp. (FSP) ,FSP, $1.05B , 04/28/2015 , Mar 2015 , $0.27 , 4 , $0.26 ,-3.7%
Fresh Del Monte Produce Inc. (FDP) ,FDP, $2.35B , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.83 ,n/a
Genworth Financial Inc (GNW) ,GNW, $2.62B , 04/28/2015 , Mar 2015 , $0.26 , 6 , $0.31 ,19.23%
Georgetown Bancorp Inc. (GTWN) ,GTWN, $33.82M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.14 ,n/a
GoPro Inc. (GPRO) ,GPRO, $4.01B , 04/28/2015 , Mar 2015 , $0.08 , 3 , $0.11 ,37.5%
Great Western Bancorp Inc. (GWB) ,GWB, $1.47B , 04/28/2015 , Mar 2015 , $0.33 , 2 , $0.34 ,3.03%
Green Plains Inc. (GPRE) ,GPRE, $784.96M , 04/28/2015 , Mar 2015 , $0.14 , 4 , $-0.09 ,-164.29%
Group 1 Automotive Inc. (GPI) ,GPI, $2.12B , 04/28/2015 , Mar 2015 , $1.38 , 6 , $1.47 ,6.52%
Grupo Financiero Santander Mexico S.A. B. de C.V. (BSMX) ,BSMX, $11.64B , 04/28/2015 , Mar 2015 , $0.18 , 4 , $0.15 ,-16.67%
Guangshen Railway Company Limited (GSH) ,GSH, $3.54B , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.3 ,n/a
Harmonic Inc. (HLIT) ,HLIT, $515.55M , 04/28/2015 , Mar 2015 , $-0.01 , 2 , $0.01 ,-200%
Heidrick &amp; Struggles International Inc. (HSII) ,HSII, $509.61M , 04/28/2015 , Mar 2015 , $0.02 , 2 , $0.18 ,800%
Helen of Troy Limited (HELE) ,HELE, $2.85B , 04/28/2015 , Feb 2015 , $1.22 , 1 , $1.61 ,31.97%
Highwoods Properties Inc. (HIW) ,HIW, $4.14B , 04/28/2015 , Mar 2015 , $0.72 , 11 , $0.72 ,0%
Home Bancorp Inc. (HBCP) ,HBCP, $184.96M , 04/28/2015 , Mar 2015 , $0.42 , 1 , $0.41 ,-2.38%
Honda Motor Company Ltd. (HMC) ,HMC, $60.97B , 04/28/2015 , Mar 2015 , $0.59 , 1 , $0.46 ,-22.03%
Huron Consulting Group Inc. (HURN) ,HURN, $1.06B , 04/28/2015 , Mar 2015 , $0.59 , 7 , $0.29 ,-50.85%
IAC/InterActiveCorp (IACI) ,IACI, $5.46B , 04/28/2015 , Mar 2015 , $0.24 , 7 , $0.29 ,20.83%
ICON plc (ICLR) ,ICLR, $4.02B , 04/28/2015 , Mar 2015 , $0.81 , 10 , $0.9 ,11.11%
IDEXX Laboratories Inc. (IDXX) ,IDXX, $6.34B , 04/28/2015 , Mar 2015 , $0.99 , 6 , $0.98 ,-1.01%
II-VI Incorporated (IIVI) ,IIVI, $1.13B , 04/28/2015 , Mar 2015 , $0.21 , 2 , $0.24 ,14.29%
Inphi Corporation (IPHI) ,IPHI, $1.2B , 04/28/2015 , Mar 2015 , $0.06 , 4 , $0.06 ,0%
Internap Corporation (INAP) ,INAP, $372.7M , 04/28/2015 , Mar 2015 , $-0.15 , 3 , $0.01 ,-106.67%
Intrepid Potash Inc (IPI) ,IPI, $312.3M , 04/28/2015 , Mar 2015 , $0.05 , 4 , $0.09 ,80%
Investar Holding Corporation (ISTR) ,ISTR, $115.95M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.27 ,n/a
IPG Photonics Corporation (IPGP) ,IPGP, $4.42B , 04/28/2015 , Mar 2015 , $0.99 , 5 , $1.08 ,9.09%
Iron Mountain Incorporated (IRM) ,IRM, $6.46B , 04/28/2015 , Mar 2015 , $0.29 , 7 , $0.32 ,10.34%
Jacobs Engineering Group Inc. (JEC) ,JEC, $4.81B , 04/28/2015 , Mar 2015 , $0.79 , 16 , $0.72 ,-8.86%
JetBlue Airways Corporation (JBLU) ,JBLU, $7.76B , 04/28/2015 , Mar 2015 , $0.39 , 10 , $0.4 ,2.56%
K12 Inc (LRN) ,LRN, $395.3M , 04/28/2015 , Mar 2015 , $0.38 , 4 , $0.45 ,18.42%
Kaiser Aluminum Corporation (KALU) ,KALU, $1.43B , 04/28/2015 , Mar 2015 , $1.03 , 6 , $1.01 ,-1.94%
Key Tronic Corporation (KTCC) ,KTCC, $85.01M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.16 ,n/a
Kforce Inc. (KFRC) ,KFRC, $827.73M , 04/28/2015 , Mar 2015 , $0.18 , 6 , $0.2 ,11.11%
Koninklijke Philips N.V. (PHG) ,PHG, $24.61B , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.2 ,n/a
LeMaitre Vascular Inc. (LMAT) ,LMAT, $247.89M , 04/28/2015 , Mar 2015 , $0.05 , 3 , $0.08 ,60%
Lexmark International Inc. (LXK) ,LXK, $2.03B , 04/28/2015 , Mar 2015 , $0.79 , 1 , $0.81 ,2.53%
LogMein Inc. (LOGM) ,LOGM, $1.71B , 04/28/2015 , Mar 2015 , $0.07 , 2 , $0.21 ,200%
M/A-COM Technology Solutions Holdings Inc. (MTSI) ,MTSI, $1.9B , 04/28/2015 , Mar 2015 , $0.35 , 4 , $0.39 ,11.43%
Marine Harvest ASA (MHG) ,MHG, $6.14B , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.18 ,n/a
Masco Corporation (MAS) ,MAS, $10.06B , 04/28/2015 , Mar 2015 , $0.21 , 10 , $0.2 ,-4.76%
McGraw Hill Financial Inc. (MHFI) ,MHFI, $25.61B , 04/28/2015 , Mar 2015 , $1 , 8 , $1.09 ,9%
Mechel OAO (MTL) ,MTL, $370.48M , 04/28/2015 , Mar 2015 , $n/a , 0 , $-0.04 ,n/a
Merck &amp; Company Inc. (MRK) ,MRK, $155.2B , 04/28/2015 , Mar 2015 , $0.75 , 7 , $0.85 ,13.33%
Mercury Systems Inc (MRCY) ,MRCY, $630.76M , 04/28/2015 , Mar 2015 , $0.13 , 5 , $0.18 ,38.46%
Meridian Bancorp Inc. (EBSB) ,EBSB, $794.3M , 04/28/2015 , Mar 2015 , $0.1 , 2 , $0.12 ,20%
MicroStrategy Incorporated (MSTR) ,MSTR, $2.03B , 04/28/2015 , Mar 2015 , $1.08 , 2 , $1.8 ,66.67%
MidSouth Bancorp (MSL) ,MSL, $113.6M , 04/28/2015 , Mar 2015 , $0.35 , 3 , $0.12 ,-65.71%
MUELLER WATER PRODUCTS (MWA) ,MWA, $1.4B , 04/28/2015 , Mar 2015 , $0.08 , 9 , $0.08 ,0%
Nanometrics Incorporated (NANO) ,NANO, $339.94M , 04/28/2015 , Mar 2015 , $0.06 , 2 , $0.14 ,133.33%
National Commerce Corporation (NCOM) ,NCOM, $225.68M , 04/28/2015 , Mar 2015 , $0.29 , 2 , $0.25 ,-13.79%
National Instruments Corporation (NATI) ,NATI, $3.94B , 04/28/2015 , Mar 2015 , $0.17 , 2 , $0.14 ,-17.65%
National Oilwell Varco Inc. (NOV) ,NOV, $14.09B , 04/28/2015 , Mar 2015 , $1.11 , 19 , $1.29 ,16.22%
Navigant Consulting Inc. (NCI) ,NCI, $833.36M , 04/28/2015 , Mar 2015 , $0.15 , 6 , $0.23 ,53.33%
NCR Corporation (NCR) ,NCR, $4.46B , 04/28/2015 , Mar 2015 , $0.39 , 3 , $0.43 ,10.26%
NeoGenomics Inc. (NEO) ,NEO, $423.57M , 04/28/2015 , Mar 2015 , $-0.02 , 3 , $-0.01 ,-50%
Northrim BanCorp Inc (NRIM) ,NRIM, $197.34M , 04/28/2015 , Mar 2015 , $0.46 , 1 , $0.51 ,10.87%
Novadaq Technologies Inc (NVDQ) ,NVDQ, $627.18M , 04/28/2015 , Mar 2015 , $-0.09 , 5 , $-0.61 ,577.78%
NTT DOCOMO Inc (DCM) ,DCM, $75.92B , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.07 ,n/a
Ocean Shore Holding Co. (OSHC) ,OSHC, $108.25M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.28 ,n/a
Omega Healthcare Investors Inc. (OHI) ,OHI, $6.56B , 04/28/2015 , Mar 2015 , $0.7 , 1 , $0.71 ,1.43%
Open Text Corporation (OTEX) ,OTEX, $5.52B , 04/28/2015 , Mar 2015 , $0.82 , 1 , $0.62 ,-24.39%
Oshkosh Corporation (OSK) ,OSK, $3.35B , 04/28/2015 , Mar 2015 , $0.77 , 8 , $0.81 ,5.19%
Owens-Illinois Inc. (OI) ,OI, $3.5B , 04/28/2015 , Mar 2015 , $0.42 , 8 , $0.44 ,4.76%
Panera Bread Company (PNRA) ,PNRA, $4.74B , 04/28/2015 , Mar 2015 , $1.44 , 16 , $1.41 ,-2.08%
Parker-Hannifin Corporation (PH) ,PH, $14.25B , 04/28/2015 , Mar 2015 , $2.01 , 10 , $2.06 ,2.49%
Peapack-Gladstone Financial Corporation (PGC) ,PGC, $360.46M , 04/28/2015 , Mar 2015 , $n/a , 0 , $0.33 ,n/a
Pennsylvania Real Estate Investment Trust (PEI) ,PEI, $1.57B , 04/28/2015 , Mar 2015 , $0.39 , 5 , $0.4 ,2.56%
Penske Automotive Group Inc. (PAG) ,PAG, $4.6B , 04/28/2015 , Mar 2015 , $0.82 , 6 , $0.85 ,3.66%
Pericom Semiconductor Corporation (PSEM) ,PSEM, $382M , 04/28/2015 , Mar 2015 , $0.13 , 2 , $0.13 ,0%
Pfizer Inc. (PFE) ,PFE, $218.63B , 04/28/2015 , Mar 2015 , $0.5 , 9 , $0.51 ,2%
Portland General Electric Company (POR) ,POR, $3.32B , 04/28/2015 , Mar 2015 , $0.73 , 4 , $0.62 ,-15.07%
PRGX Global Inc. (PRGX) ,PRGX, $90.91M , 04/28/2015 , Mar 2015 , $-0.07 , 3 , $-0.05 ,-28.57%
